id,title,created,project_type,contents,topics,image
"112470000002063","2007-AT-17040-P","1237212460","112470000000536","<h1><span  style= "color:  #e0922f; ">2007-AT-17040-P</span></h1>---<h2>Works  and  studies  for  upgrading  the  Wien-Bratislava  railway  line  (6  sub-projects)</h2>---<h4><a  id= "PAGE112470000000629 "  title= "Priority  Project  17 "  href= "javascript:void(0); ">Part  of  Priority  Project  17</a></h4>---<p  class= "BasicParagraph ">This  project  is  part  of  the  <a  id= "PAGE112470000267853 "  title= "Priority  Projects  11-20 "  href= "javascript:void(0); ">Priority  Project  17</a>  railway  axis  Paris-Strasbourg-Stuttgart-Wien-Bratislava  which  targets  the  provision  of  a  continuous  new  and  upgraded  high  speed  railway  line  from  Paris  to  Bratislava  for  both  freight  and  passenger  transport.</p> 
<p  class= "BasicParagraph "> </p> 
<p>More  specifically,  the  cross-border  section  Wien  (Vienna)-Bratislava  aims  to  link  the  new  Vienna  central  railway  station  to  the  Vienna  and  Bratislava  airports  –  contributing  to  the  connectivity  of  Central  and  Eastern  Europe  as  a  whole.</p> 
<p> </p> 
<p>This  project  includes  both  studies  and  works  for  each  of  the  three  sub-projects  in  greater  Vienna:</p> 
<p  class= "BasicParagraph "> </p> 
<p  class= "BasicParagraph ">•  connection  of  new  Vienna’s  Central  railway  station  to  East,  West  and  South  railway  stations  (6  km),  merging  all  of  the  railway  lines  (north,  south,  east,  west)  in  a  new  through  station,  the  Vienna  Central  railway  station</p> 
<p  class= "BasicParagraph "> </p> 
<p  class= "BasicParagraph ">•  Klederinger  loop:  connection  between  Vienna’s  Central  railway  station  and  Vienna  Airport  by  connecting  the  east  railway  line  to  the  airport  suburban  railway  line  (2  km)</p> 
<p  class= "BasicParagraph "> </p> 
<p>•  Goetzendorfer  clip:  studies  on  the  future  double  track  construction  connecting  the  airport  to  the  East  railway  station  and  further  to  Bratislava  (14.2  km)</p> 
<p> </p> 
<hr  style= "width:  100%; "  width= "100% "> 
<p> </p> 
<p><strong>State  of  progress  on  31  December  2013:</strong></p> 
<p>Construction  works  are  nearing  completion  at  Vienna  Central  station  and  in  the  South  and  East  areas.  Works  are  on-going  at  the  Klederinger  loop.  The  EIA  for  sub-project  Götzendorfer  clip  was  issued  in  May  2011,  but  has  been  confronted  with  several  appeals,  which  are  being  treated.  </p> 
<p> </p> 
<table  style= "text-align:  justify;  padding-left:  60px;  width:  100%;  height:  100px; "  border= "1 "  cellspacing= "0 "  cellpadding= "5 "> 
<tbody> 
<tr> 
<td  rowspan= "2 "> 
<p><strong>Budget:</strong></p> 
<p> </p> 
<p>Other  contributions:</p> 
<p><br>€727,825,459</p> 
</td> 
<td> 
<p><strong>Total  project  cost  covered  by  this  Decision:</strong></p> 
<p> </p> 
<p>€846,604,000</p> 
</td> 
<td  rowspan= "2 "> 
<p><strong>Percentage  of  EU  support:</strong></p> 
<p> </p> 
<p>Studies: 14.03%</p> 
<p> </p> 
<p>Works: 14.03%</p> 
</td> 
</tr> 
<tr> 
<td> 
<p><strong>Total  EU  contribution:</strong></p> 
<p> </p> 
<p>€118,778,541</p> 
</td> 
</tr> 
</tbody> 
</table> 
<p><span  style= "color:  #e0922f; "><strong> </strong></span></p> 
<p><span  style= "color:  #e0922f; "><strong>Download  the  Info  Sheet  about  this  project:</strong></span></p> 
<p><span  style= "color:  #e0922f; "><span  style= "color:  #000000; "><img  alt= "pdf "  border= "0 "  height= "16 "  src= "/gifs/fileicons/pdf16.gif "  style= "max-width:  16px;  max-height:  16px; "  title= "pdf "  width= "16 ">  <a  href= "/download/project_fiches/austria/fichenew_2007at17040p_final_7.pdf "  target= "_blank ">.pdf</a>  (200.5  KB)</span></span></p> 
<p> </p> 
<p>This  project  was  also  looked  at  during  the  <a  id= "PAGE112470001799269 "  title= "2007-2013  MAP  Project  Portfolio  Review "  href= "javascript:void(0); ">Mid-Term  Review</a>  of  the  2007-2013  TEN-T  Multi-Annual  Work  Programme.</p>---<p><strong><span  style= "color:  #e0922f; ">Member  States  involved:</span></strong></p> 
<p>Austria</p> 
<p> </p> 
<p><strong><span  style= "color:  #e0922f; ">Implementation  schedule:</span></strong></p> 
<p>Start  date:  January  2007</p> 
<p>End  date:  December  2015</p> 
<p> </p> 
<p><strong><span  style= "color:  #e0922f; ">Beneficiary:</span></strong></p> 
<p><img  border= "0 "  src= "/images/layout/arrow_orange.gif ">  <a  href= "http://www.bmvit.gv.at/verkehr/eisenbahn/index.html "  target= "_blank ">Federal  Ministry  for  Transport,  Innovation  &amp;  Technology</a></p> 
<p> </p> 
<p><strong><span  style= "color:  #e0922f; ">Implementing  body:</span></strong></p> 
<p><a  href= "http://www.oebb.at/bau/de/Projekte_Planung_und_Bau/Grossraum_Wien/index.jsp "  target= "_blank "><img  border= "0 "  src= "/images/layout/arrow_orange.gif ">  ÖBB  Infrastruktur  Bau  AG</a></p> 
<p> </p> 
<p><strong><span  style= "color:  #e0922f; ">Additional  information:</span></strong></p> 
<p><img  border= "0 "  src= "/images/layout/arrow_orange.gif ">  <a  id= "LINK112470003039795 "  title= "@LINKTITLE112470003039795@ "  href= "javascript:void(0); "  target= "_blank ">Coordinator’s  Report  of  the  Priority  Project</a></p> 
