id,source
"112470000073531","/images/maps/france/2009fr17044e.jpg"
"112470000073722","/images/maps/italy/2009it40022e.jpg"
"112470000074038","/images/maps/united_kingdom/2009uk13027e.jpg"
"112470000073856","/images/maps/united_kingdom/2009uk00026e.jpg"
"112470000082125","/images/maps/latvia/2009lv00038e.jpg"
"112470000082320","/images/maps/italy/2009it01088e.jpg"
"112470000082551","/images/maps/italy/2009it00012e.jpg"
"112470000084647","/images/maps/austria/2009at17100e.jpg"
"112470000084777","/images/maps/austria/2009at17104e.jpg"
"112470000084961","/images/maps/cyprus/2009cy00085e.jpg"
"112470000085021","/images/maps/czech_republic/2009cz00079e.jpg"
"112470000085063","/images/maps/germany/2009de01075e.jpg"
"112470000086444","/images/maps/spain/2009es03102e.jpg"
"112470000086615","/images/maps/spain/2009es08092e.jpg"
"112470000086814","/images/maps/spain/2009es19091e.jpg"
"112470000086967","/images/maps/italy/2009it00012e.jpg"
"112470000317006","/images/maps/slovakia/2008sk92308s.jpg"
"112470000250016","/images/maps/czech_republic/2007cz60020p.jpg"
"112470000460453","/images/maps/italy/2009it00033e.jpg"
"112470000460682","/images/maps/hungary/2009hu40043e.jpg"
"112470000460827","/images/maps/multi_country/2009eu40068e.jpg"
"112470000460911","/images/maps/multi_country/2009eu40005e.jpg"
"112470000460999","/images/maps/germany/2009de00080e.jpg"
"112470000461099","/images/maps/finland/2009fi00057e.jpg"
"112470000461254","/images/maps/portugal/2009pt03082e.jpg"
"112470000461341","/images/maps/spain/2009es00097e.jpg"
"112470000619318","/images/maps/poland/2005pl92601s.jpg"
"112470000619458","/images/maps/poland/2005pl92604s.jpg"
"112470000619614","/images/maps/poland/2006pl92603s.jpg"
"112470000619923","/images/maps/poland/2006pl92604s.jpg"
"112470000620574","/images/maps/poland/2006pl92605s.jpg"
"112470000620641","/images/maps/poland/2006pl92607s.jpg"
"112470000620703","/images/maps/poland/2006pl92608s.jpg"
"112470000780393","/images/maps/belgium/2009be90200s.jpg"
"112470000782374","/images/maps/belgium/2009be90204s.jpg"
"112470000782485","/images/maps/czech_republic/2009cz90500s.jpg"
"112470000782554","/images/maps/czech_republic/2009cz90502s.jpg"
"112470000782607","/images/maps/czech_republic/2009cz90503s.jpg"
"112470000782772","/images/maps/spain/2008es92510s.jpg"
"112470000782821","/images/maps/spain/2009es92508p.jpg"
"112470000782881","/images/maps/spain/2009es92516p.jpg"
"112470000782946","/images/maps/spain/2009es92514s.jpg"
"112470000794797","/images/maps/spain/2009es92510s.jpg"
"112470000795172","/images/maps/multi_country/2009eu90002s.jpg"
"112470000795235","/images/maps/multi_country/2009eu90003s.jpg"
"112470000795332","/images/maps/france/2009fr90900p.jpg"
"112470000795807","/images/maps/france/2009fr90905s.jpg"
"112470000795873","/images/maps/france/2009fr90909p.jpg"
"112470000795965","/images/maps/france/2009fr90910p.jpg"
"112470000796045","/images/maps/italy/2009it91408p.jpg"
"112470000796135","/images/maps/italy/2009it91405s.jpg"
"112470000802981","/images/maps/italy/2009it91404s.jpg"
"112470000803007","/images/maps/italy/2009it91407s.jpg"
"112470000803093","/images/maps/italy/2009it91406p.jpg"
"112470000815415","/images/maps/lithuania/2009lt91600s.jpg"
"112470000815700","/images/maps/poland/2009pl60151p.jpg"
"112470000815756","/images/maps/poland/2009pl92003s.jpg"
"112470000815934","/images/maps/poland/2009pl92004s.jpg"
"112470000816038","/images/maps/poland/2009pl92005s.jpg"
"112470000816233","/images/maps/portugal/2009pt92103s.jpg"
"112470000816304","/images/maps/portugal/2009pt92104s.jpg"
"112470000816360","/images/maps/portugal/2009pt92105s.jpg"
"112470000816587","/images/maps/sweden/2009se92600s.jpg"
"112470000816763","/images/maps/sweden/2009se92605p.jpg"
"112470000816824","/images/maps/slovakia/2009sk60108p.jpg"
"112470000816852","/images/maps/slovakia/2009sk92300s.jpg"
"112470000816901","/images/maps/united_kingdom/2009uk92707s.jpg"
"112470000817690","/images/maps/united_kingdom/2009uk92708s.jpg"
"112470001273553","/images/maps/multi_country/2008eu40004s.jpg"
"112470001355425","/images/maps/spain/2009es92510s.jpg"
"112470001452748","/images/maps/italy/2009it60102p.jpg"
"112470001492165","/images/maps/austria/2009at60147p.jpg"
"112470001492374","/images/maps/austria/2009at60148p.jpg"
"112470001495328","/images/maps/austria/2009at60153p.jpg"
"112470001495444","/images/maps/sweden/2009se60144p.jpg"
"112470001496413","/images/maps/slovakia/2005sk92804s.jpg"
"112470001737394","/images/maps/multi_country/2009eu21010p.jpg"
"112470001806034","/images/maps/hungary/2009hu60139p.jpg"
"112470001806134","/images/maps/czech_republic/2009cz60145p.jpg"
"112470002167830","/images/maps/multi_country/2009eu60146s.jpg"
"112470002167913","/images/maps/italy/2009it60149p.jpg"
"112470002167988","/images/maps/the_netherlands/2009nl60124p.jpg"
"112470002168050","/images/maps/portugal/2009pt60152p.jpg"
"112470000250948","/images/maps/the_netherlands/2007nl60060p.jpg"
"112470002634094","/images/maps/czech_republic/2006cz92101s.jpg"
"112470002643618","/images/maps/germany/2009de60120p.jpg"
"112470002643760","/images/maps/multi_country/2009eu60106p.jpg"
"112470002646346","/images/maps/multi_country/2009eu60122p.jpg"
"112470002646420","/images/maps/multi_country/2009eu60126s.jpg"
"112470002646494","/images/maps/multi_country/2009eu60138p.jpg"
"112470002647433","/images/maps/france/2009fr60132p.jpg"
"112470002647563","/images/maps/france/2009fr60132p.jpg"
"112470002647636","/images/maps/the_netherlands/2009nl60123p.jpg"
"112470002647750","/images/maps/the_netherlands/2009nl60142p.jpg"
"112470002710150","/images/maps/the_netherlands/2010nl92226s.jpg"
"112470002710218","/images/maps/the_netherlands/2010nl92227s.jpg"
"112470002778951","/images/maps/multi_country/2010eu40104s.jpg"
"112470002441658","/images/maps/austria/2010at91134p.jpg"
"112470002441686","/images/maps/austria/2010at91136s.jpg"
"112470002441705","/images/maps/belgium/2010be70202p.jpg"
"112470002441733","/images/maps/belgium/2010be92214p.jpg"
"112470002441757","/images/maps/germany/2010de92252p.jpg"
"112470002800120","/images/maps/spain/2010es91109p.jpg"
"112470002800172","/images/maps/spain/2010es91137s.jpg"
"112470002800215","/images/maps/spain/2010es92210s.jpg"
"112470002800265","/images/maps/spain/2010es92255s.jpg"
"112470002800291","/images/maps/spain/2010es92256s.jpg"
"112470002800402","/images/maps/multi_country/2010eu21102s_a.jpg"
"112470002801052","/images/maps/multi_country/2009eu50000m.jpg"
"112470002803512","/images/maps/multi_country/2010eu21105s.jpg"
"112470002803560","/images/maps/multi_country/2010eu21106s.jpg"
"112470002803594","/images/maps/multi_country/2010eu21107p.jpg"
"112470002803661","/images/maps/multi_country/2010eu21108p.jpg"
"112470002803696","/images/maps/multi_country/2010eu21109s.jpg"
"112470002803725","/images/maps/multi_country/2010eu21112s.jpg"
"112470002803792","/images/maps/multi_country/2010eu40104s.jpg"
"112470002803825","2010-EU-40105-S"
"112470002803859","/images/maps/multi_country/2010eu40106s.jpg"
"112470002803912","/images/maps/multi_country/2010eu70201p.jpg"
"112470002803950","/images/maps/multi_country/2010eu91117p.jpg"
"112470002803995","/images/maps/multi_country/2010eu92240s.jpg"
"112470002804026","/images/maps/finland/2010fi92234p.jpg"
"112470002804054","/images/maps/finland/2010fi92239s.jpg"
"112470002804102","/images/maps/finland/2010fi93305s.jpg"
"112470002804182","/images/maps/france/2010fr70204p.jpg"
"112470002804216","/images/maps/france/2010fr91114s.jpg"
"112470002804254","/images/maps/france/2010fr91118s.jpg"
"112470002804303","/images/maps/france/2010fr92204p.jpg"
"112470002805300","/images/maps/italy/2010it70203s.jpg"
"112470002805331","/images/maps/italy/2010it91112s.jpg"
"112470002805603","/images/maps/italy/2010it91127s.jpg"
"112470002805730","/images/maps/the_netherlands/2010nl93302s.jpg"
